Capital IQ Company Screening Report,,,,,,,,,,,,
,,,,,,,,,,,,
Company Name,Exchange:Ticker,Industry Classifications,Company Type,P/LTM Diluted EPS Before Extra [Latest] (x),"Day Close Price [Latest] (SGD, Historical rate)",P/BV [Latest] (x),"Total Revenues, 3 Yr CAGR % [LTM] (%)",Return on Equity % [LTM],Current Ratio [LTM],EBITDA Margin % [LTM],Total Asset Turnover [Latest Annual],Total Debt/Capital % [Latest Annual]
Sterling Chemicals Holdings Inc.,-,Commodity Chemicals (Primary),Public Company,-,-,-,-,-,-,-,-,-
"Sugai Chemical Industry Co., Ltd. (TSE:4120)",TSE:4120,Commodity Chemicals (Primary),Public Company, 6.65 , 18.77 , 0.351 , 4.16 , 5.45 , 1.39 , 15.1 , 0.561 , 34.7 
Sun Rise E&T Corporation (TPEX:1343),TPEX:1343,Commodity Chemicals (Primary),Public Company,-, 1.18 ,-,-,-,-,-,-,-
"Sun Yad Construction Co.,Ltd (TWSE:1316)",TWSE:1316,Commodity Chemicals (Primary),Public Company,NM, 0.559 , 1.11 , (22.3)  , (2.58)  , 1.57 , (0.855)  , 0.175 , 59.9 
Suncity Synthetics Limited (BSE:530795),BSE:530795,Commodity Chemicals (Primary),Public Company,NM, 0.062 ,NM, (51.0)  ,-,-, (94.8)  , 0.715 , 77.3 
"Sunko Ink Co., Ltd. (TWSE:1721)",TWSE:1721,Commodity Chemicals (Primary),Public Company, 3.73 , 0.479 , 0.739 , (7.45)  , 21.2 , 1.93 , (0.765)  , 0.609 , 31.3 
Sunlight Technology Holdings Limited (SEHK:1950),SEHK:1950,Commodity Chemicals (Primary),Public Company,NM, 0.056 , 1.15 , (5.17)  , (1.65)  , 6.57 , 8.98 , 0.572 ,-
"Sunresin New Materials Co., Ltd. (SZSE:300487)",SZSE:300487,Commodity Chemicals (Primary),Public Company, 53.5 , 13.83 , 7.82 , 31.5 , 15.6 , 2.17 , 37.8 , 0.384 , 12.2 
"Sunstone Development Co., Ltd. (SHSE:603612)",SHSE:603612,Commodity Chemicals (Primary),Public Company, 19.6 , 3.25 , 1.8 , 21.2 , 10.6 , 1.39 , 16.9 , 0.72 , 40.6 
"SunVic Technology Co., Ltd. (TPEX:4304)",TPEX:4304,Commodity Chemicals (Primary),Public Company,NM, 0.294 , 2.35 , (6.14)  , (13.9)  , 1.26 , 0.714 , 0.689 , 76.9 
"Suzhou Crystal Clear Chemical Co.,Ltd. (SZSE:300655)",SZSE:300655,Commodity Chemicals (Primary),Public Company, 94.7 , 5.65 , 6.85 , 28.9 , 8.33 , 1.49 , 13.0 , 0.604 , 21.6 
"Suzhou Longjie Special Fiber Co., Ltd. (SHSE:603332)",SHSE:603332,Commodity Chemicals (Primary),Public Company, 41.2 , 3.42 , 1.45 , (15.8)  , 3.51 , 7.59 , 4.28 , 0.573 ,-
"Suzhou Xingye Materials Technology Co.,Ltd. (SHSE:603928)",SHSE:603928,Commodity Chemicals (Primary),Public Company, 19.0 , 2.19 , 1.49 , 4.36 , 7.99 , 4.06 , 9.58 , 0.919 ,-
SVC Industries Limited (BSE:524488),BSE:524488,Commodity Chemicals (Primary),Public Company,-, 0.028 ,-,-,-,-,-,-,-
"Swancor Advanced Materials Co., Ltd. (SHSE:688585)",SHSE:688585,Commodity Chemicals (Primary),Public Company, 38.9 , 2.12 , 4.02 ,-, 10.3 , 1.82 , 7.47 , 1.17 , 7.89 
Synergistics Industries Ltd.,-,Commodity Chemicals (Primary),Public Company,-,-,-,-,-,-,-,-,-
Sysco Industries Limited (BSE:539842),BSE:539842,Commodity Chemicals (Primary),Public Company,-,-,-,-,-,-,-,-,-
"T.N.C. Industrial Co., Ltd. (TWSE:1724)",TWSE:1724,Commodity Chemicals (Primary),Public Company,NM, 0.762 , 1.05 , (5.01)  , (1.44)  , 1.27 , 18.3 , 0.592 , 29.4 
TacBright Optronics Corp. (TPEX:6434),TPEX:6434,Commodity Chemicals (Primary),Public Company, 181.7 , 0.338 , 1.36 , 30.1 , 0.749 , 0.463 , 28.8 , 0.326 , 45.2 
"Taekwang Industrial Co., Ltd. (KOSE:A003240)",KOSE:A003240,Commodity Chemicals (Primary),Public Company, 7.55 ," 1,429.15 ", 0.295 , (15.0)  , 3.84 , 3.96 , 8.17 , 0.414 , 3.47 
"Taekyung Chemical Co., Ltd. (KOSE:A006890)",KOSE:A006890,Commodity Chemicals (Primary),Public Company, 23.5 , 22.02 , 1.54 , (0.556)  , 7.27 , 5.19 , 24.2 , 0.341 , 0.326 
"Taekyung Industry.Co., Ltd. (KOSE:A015890)",KOSE:A015890,Commodity Chemicals (Primary),Public Company, 24.7 , 7.99 , 0.835 , (8.77)  , 3.72 , 1.42 , 9.3 , 0.781 , 22.7 
Tah Kong Chemical Industrial Corporation (TPEX:4706),TPEX:4706,Commodity Chemicals (Primary),Public Company, 12.9 , 0.914 , 0.985 , (7.16)  , 7.84 , 7.71 , 11.6 , 0.76 , 5.71 
"Taihan Precision Technology Co., Ltd. (TPEX:1336)",TPEX:1336,Commodity Chemicals (Primary),Public Company, 9.28 , 1.12 , 1.18 , (8.86)  , 12.2 , 2.48 , 9.74 , 0.793 , 18.7 
Taimide Tech. Inc. (TWSE:3645),TWSE:3645,Commodity Chemicals (Primary),Public Company, 16.4 , 2.42 , 2.28 , 2.68 , 14.7 , 1.52 , 36.3 , 0.408 , 40.1 
Tainwala Chemicals and Plastics (India) Limited (BSE:507785),BSE:507785,Commodity Chemicals (Primary),Public Company,NM, 1.34 , 0.709 , (17.0)  , (0.353)  , 4.52 , (37.5)  , 0.068 ,-
"Taita Chemical Company, Limited (TWSE:1309)",TWSE:1309,Commodity Chemicals (Primary),Public Company, 6.41 , 2.04 , 2.1 , (5.36)  , 40.2 , 3.17 , 18.0 , 1.8 , 7.26 
Taiwan Polypropylene Co. Ltd.,-,Commodity Chemicals (Primary),Public Company,-,-,-,-,-,-,-,-,-
"Taiwan Steel Union Co., Ltd (TWSE:6581)",TWSE:6581,Commodity Chemicals (Primary),Public Company, 16.7 , 3.45 , 2.41 , (3.74)  , 14.2 , 0.858 , 48.1 , 0.339 , 24.8 
Taiwan Styrene Monomer Corporation (TWSE:1310),TWSE:1310,Commodity Chemicals (Primary),Public Company, 12.8 , 0.982 , 1.41 , (17.5)  , 11.6 , 2.42 , 10.5 , 0.886 , 2.57 
"Taiwan Wax Company,Ltd. (TPEX:1742)",TPEX:1742,Commodity Chemicals (Primary),Public Company,NM, 0.759 , 1.28 , (6.26)  , (0.617)  , 1.29 , 6.34 , 0.217 , 42.6 
Tamilnadu Petroproducts Limited (BSE:500777),BSE:500777,Commodity Chemicals (Primary),Public Company, 13.3 , 1.86 , 1.83 ,-,-,-, 9.65 , 1.88 , 7.29 
Tanfac Industries Limited (BSE:506854),BSE:506854,Commodity Chemicals (Primary),Public Company, 14.3 , 4.56 , 2.79 , (2.67)  , 23.5 , 2.3 , 22.8 , 1.43 ,-
"Tangshan Sanyou Chemical Industries Co.,Ltd (SHSE:600409)",SHSE:600409,Commodity Chemicals (Primary),Public Company, 13.7 , 2.11 , 1.71 , (0.692)  , 12.8 , 0.884 , 16.0 , 0.724 , 35.0 
"Tangshan Sunfar Silicon Industries Co.,Ltd. (SHSE:603938)",SHSE:603938,Commodity Chemicals (Primary),Public Company, 34.0 , 5.08 , 3.71 , (0.982)  , 10.9 , 4.15 , 18.3 , 0.716 , 5.32 
Tantech Holdings Ltd (NasdaqCM:TANH),NasdaqCM:TANH,Commodity Chemicals (Primary),Public Company,NM, 1.48 , 0.399 , (0.011)  , (10.3)  , 4.87 , 5.99 , 0.365 , 8.03 
Tata Chemicals Limited (BSE:500770),BSE:500770,Commodity Chemicals (Primary),Public Company, 71.0 , 12.97 , 1.27 , (0.227)  , 3.03 , 1.49 , 14.4 , 0.364 , 31.6 
Tay Ninh Rubber Joint Stock Company (HOSE:TRC),HOSE:TRC,Commodity Chemicals (Primary),Public Company, 13.2 , 2.42 , 0.78 , (3.74)  , 5.97 , 2.83 , 17.5 , 0.183 , 14.9 
TCM Limited (BSE:524156),BSE:524156,Commodity Chemicals (Primary),Public Company, 29.1 , 1.18 , 0.689 ,-,-,-, 49.5 , 0.014 , 43.8 
"Tech Trans co., Ltd (XKON:A258050)",XKON:A258050,Commodity Chemicals (Primary),Public Company,-, 1.76 ,-,-,-,-,-, 0.012 , 38.0 
Technology Visions Group Inc.,-,Commodity Chemicals (Primary),Public Company,-,-,-,-,-,-,-,-,-
Tecnic Group Berhad,-,Commodity Chemicals (Primary),Public Company,-,-,-,-,-,-,-,-,-
Tehran Shimi Co.,-,Commodity Chemicals (Primary),Public Company,-,-,-,-,-,-,-,-,-
Teijin Limited (TSE:3401),TSE:3401,Commodity Chemicals (Primary),Public Company,NM, 20.84 , 0.806 ,-,-, 1.72 , 12.8 , 0.82 , 46.9 
Tek Seng Holdings Berhad (KLSE:TEKSENG),KLSE:TEKSENG,Commodity Chemicals (Primary),Public Company, 6.89 , 0.181 , 0.925 , (11.2)  , 11.6 , 4.47 , 23.6 , 0.655 , 7.32 
Temapol Polimer Plastik ve Insaat Sanayi Ticaret A.S. (IBSE:TMPOL),IBSE:TMPOL,Commodity Chemicals (Primary),Public Company, 17.5 , 2.39 , 4.85 , 18.5 , 32.1 , 1.23 , 20.8 , 0.914 , 61.9 
Tenma Corporation (TSE:7958),TSE:7958,Commodity Chemicals (Primary),Public Company, 19.6 , 30.41 , 0.795 , (1.68)  , 4.09 , 3.81 , 9.24 , 0.788 , 4.08 
"Tensho Electric Industries Co., Ltd. (TSE:6776)",TSE:6776,Commodity Chemicals (Primary),Public Company, 51.6 , 5.85 , 1.21 , 0.019 , 1.97 , 1.11 , 9.76 , 0.904 , 37.5 
Teraplast S.A. (BVB:TRP),BVB:TRP,Commodity Chemicals (Primary),Public Company, 17.0 , 0.268 , 2.7 , (4.74)  , 20.8 , 4.11 , 14.6 , 0.556 , 28.3 
"Terra Energy Resources, Ltd. (OTCPK:TRRE)",OTCPK:TRRE,Commodity Chemicals (Primary),Public Company,NM, 0.121 ,NM,-,-,-,-,-,-
Texel Industries Limited (BSE:526638),BSE:526638,Commodity Chemicals (Primary),Public Company,-, 1.31 ,-,-,-,-,-,-,-
Texmo Pipes and Products Limited (BSE:533164),BSE:533164,Commodity Chemicals (Primary),Public Company, 19.0 , 0.858 , 0.581 ,-,-,-, 6.86 , 0.952 , 19.0 
TGV SRAAC Limited (BSE:507753),BSE:507753,Commodity Chemicals (Primary),Public Company, 11.0 , 0.556 , 0.541 , (1.21)  , 5.18 , 1.03 , 14.0 , 0.74 , 43.5 
Thai Film Industries Public Company Limited (SET:TFI),SET:TFI,Commodity Chemicals (Primary),Public Company, 31.0 , 0.012 , 1.54 ,-, 3.87 , 15.6 ,NM, 0 , 0.095 
Thai Mitsuwa Public Company Limited (SET:TMW),SET:TMW,Commodity Chemicals (Primary),Public Company, 24.8 , 1.61 , 0.615 , (5.77)  , 2.48 , 1.77 , 13.3 , 0.75 , 5.91 
Thai Nam Plastic Public Company Limited (SET:TNPC),SET:TNPC,Commodity Chemicals (Primary),Public Company, 7.01 , 0.084 , 1.35 , (11.1)  , 20.1 , 1.68 , 11.8 , 0.807 , 35.5 
Thai Olefins Public Company Limited,-,Commodity Chemicals (Primary),Public Company,-,-,-,-,-,-,-,-,-
Thai Poly Acrylic Public Company Limited (SET:TPA),SET:TPA,Commodity Chemicals (Primary),Public Company, 15.2 , 0.295 , 1.6 , (5.28)  , 10.5 , 2.1 , 9.68 , 1.15 , 0.737 
Thai Rayon Public Company Limited (SET:TR),SET:TR,Commodity Chemicals (Primary),Public Company, 71.5 , 1.36 , 0.246 , (15.7)  , 0.361 , 2.49 , 2.26 , 0.227 , 0.44 
Thai Rubber Latex Group Public Company Limited (SET:TRUBB),SET:TRUBB,Commodity Chemicals (Primary),Public Company, 23.2 , 0.12 , 0.76 , (4.46)  , (2.85)  , 0.48 , 4.62 , 0.863 , 68.5 
The Andhra Petrochemicals Limited (BSE:500012),BSE:500012,Commodity Chemicals (Primary),Public Company, 51.6 , 1.73 , 3.57 , (6.18)  ,-,-, 9.73 , 1.53 , 27.5 
The Andhra Sugars Limited (NSEI:ANDHRSUGAR),NSEI:ANDHRSUGAR,Commodity Chemicals (Primary),Public Company, 7.69 , 7.83 , 0.928 ,-,-,-, 14.8 , 0.806 , 17.4 
The General Chemical Group Inc. (OTCPK:GNMP),OTCPK:GNMP,Commodity Chemicals (Primary),Public Company,NM,-,NM,-,-,-,-,-,-
The Renewable Corporation (OTCPK:RNWB),OTCPK:RNWB,Commodity Chemicals (Primary),Public Company,NM, 0.012 , 0.795 ,-,-,-,-,-,-
The Supreme Industries Limited (NSEI:SUPREMEIND),NSEI:SUPREMEIND,Commodity Chemicals (Primary),Public Company, 28.4 , 39.63 , 8.75 , 8.55 , 36.0 , 2.13 , 20.0 , 1.61 , 1.18 
Thirumalai Chemicals Limited (BSE:500412),BSE:500412,Commodity Chemicals (Primary),Public Company, 11.5 , 2.4 , 1.69 , (6.11)  , 16.3 , 1.91 , 20.3 , 0.854 , 16.5 
Thrace Plastics Holding and Commercial S.A. (ATSE:PLAT),ATSE:PLAT,Commodity Chemicals (Primary),Public Company, 4.46 , 10.07 , 1.34 , 5.57 , 34.6 , 1.71 , 26.7 , 1.02 , 31.2 
Tian Chang Group Holdings Ltd. (SEHK:2182),SEHK:2182,Commodity Chemicals (Primary),Public Company, 3.49 , 0.072 , 0.403 , 11.2 , 12.5 , 0.893 , 15.9 , 0.737 , 30.8 
"Tibet GaoZheng Explosive Co., Ltd. (SZSE:002827)",SZSE:002827,Commodity Chemicals (Primary),Public Company, 58.5 , 2.21 , 3.84 , 25.4 , 8.89 , 1.39 , 17.2 , 0.561 , 22.8 
Tide Water Oil Co. (India) Limited (BSE:590005),BSE:590005,Commodity Chemicals (Primary),Public Company, 28.3 , 213.68 , 5.44 , (0.426)  , 19.9 , 2.72 , 13.0 , 1.25 , 2.42 
Tinna Rubber and Infrastructure Limited (BSE:530475),BSE:530475,Commodity Chemicals (Primary),Public Company,NM, 1.08 , 0.786 ,-,-,-, 10.3 , 0.714 , 52.1 
Tirupati Foam Limited (BSE:540904),BSE:540904,Commodity Chemicals (Primary),Public Company, 35.9 , 1.74 , 1.73 , (11.6)  ,-,-, 11.8 , 0.986 , 66.3 
Tirupati Starch and Chemicals Limited (BSE:524582),BSE:524582,Commodity Chemicals (Primary),Public Company,NM, 0.841 , 1.4 , 0.329 ,-,-, 3.03 , 1.95 , 50.2 
TOA Paint (Thailand) Public Company Limited (SET:TOA),SET:TOA,Commodity Chemicals (Primary),Public Company, 30.3 , 1.45 , 5.66 , 1.13 , 20.0 , 2.9 , 17.8 , 1.01 , 10.2 
"Tokai Carbon Co., Ltd. (TSE:5301)",TSE:5301,Commodity Chemicals (Primary),Public Company,NM, 19.36 , 1.59 , 17.9 , 0.636 , 1.87 , 16.7 , 0.437 , 41.4 
"Tongkun Group Co., Ltd. (SHSE:601233)",SHSE:601233,Commodity Chemicals (Primary),Public Company, 10.8 , 4.41 , 1.7 , 12.6 , 17.1 , 0.778 , 8.29 , 1.05 , 33.6 
"Toray Industries, Inc. (TSE:3402)",TSE:3402,Commodity Chemicals (Primary),Public Company, 26.5 , 9.22 , 0.977 , (5.11)  , 3.78 , 1.73 , 9.12 , 0.685 , 42.4 
Tosoh Corporation (TSE:4042),TSE:4042,Commodity Chemicals (Primary),Public Company, 9.72 , 23.46 , 0.993 , (3.79)  , 10.7 , 2.1 , 17.5 , 0.784 , 16.1 
"Toyo Gosei Co.,Ltd. (JASDAQ:4970)",JASDAQ:4970,Commodity Chemicals (Primary),Public Company,NM, 156.94 , 17.4 , 9.77 , 20.1 , 1.01 , 19.3 , 0.657 , 61.6 
"Toyobo Co., Ltd. (TSE:3101)",TSE:3101,Commodity Chemicals (Primary),Public Company, 28.3 , 16.35 , 0.641 , 0.626 , 1.25 , 1.62 , 13.6 , 0.689 , 49.2 
TransAct Energy Corp. (OTCPK:TEGY),OTCPK:TEGY,Commodity Chemicals (Primary),Public Company,NM,-,NM,-,NM, 0.039 ,-,-,NM
Transpek Industry Limited (BSE:506687),BSE:506687,Commodity Chemicals (Primary),Public Company, 39.6 , 29.95 , 2.42 , (0.909)  , 6.49 , 1.44 , 18.1 , 0.599 , 24.0 
Trecora Resources (NYSE:TREC),NYSE:TREC,Commodity Chemicals (Primary),Public Company,NM, 10.84 , 1.01 , (8.36)  , (2.77)  , 3.26 , 6.47 , 0.674 , 23.5 
Tredegar Corporation (NYSE:TG),NYSE:TG,Commodity Chemicals (Primary),Public Company, 35.5 , 19.09 , 4.09 , (9.18)  , 5.92 , 1.45 , 13.3 , 1.23 , 58.1 
Tri-Pack Films Limited (KASE:TRIPF),KASE:TRIPF,Commodity Chemicals (Primary),Public Company, 6.3 , 1.62 , 1.73 , 9.35 , 31.9 , 1.04 , 15.9 , 1.18 , 54.4 
Trikem S.A.,-,Commodity Chemicals (Primary),Public Company,-,-,-,-,-,-,-,-,-
Trinseo S.A. (NYSE:TSE),NYSE:TSE,Commodity Chemicals (Primary),Public Company, 18.9 , 75.67 , 3.22 , (9.82)  , 18.1 , 3.25 , 10.9 , 1.08 , 69.1 
Tritent International Corp. (OTCPK:TICJ),OTCPK:TICJ,Commodity Chemicals (Primary),Public Company,NM,-, 12.7 ,-,-,-,-,-,-
Tronox Holdings plc (NYSE:TROX),NYSE:TROX,Commodity Chemicals (Primary),Public Company, 3.19 , 27.8 , 1.75 , 18.4 , 77.4 , 2.11 , 22.5 , 0.466 , 64.9 
TSRC Corporation (TWSE:2103),TWSE:2103,Commodity Chemicals (Primary),Public Company, 34.7 , 1.65 , 1.86 , (5.52)  , 7.25 , 1.42 , 11.6 , 0.778 , 36.8 
TTCM China Inc.,-,Commodity Chemicals (Primary),Public Company,-,-,-,-,-,-,-,-,-
Tulsi Extrusions Limited (BSE:532948),BSE:532948,Commodity Chemicals (Primary),Public Company,NM,-,NM,-,-,-,-,-,-
Tuticorin Alkali Chemicals and Fertilizers Limited (BSE:506808),BSE:506808,Commodity Chemicals (Primary),Public Company,NM, 0.189 ,NM, (16.1)  ,-,-, (49.1)  , 1.25 ,NM
U.S. Shanghai Chemical Corporation,-,Commodity Chemicals (Primary),Public Company,-,-,-,-,-,-,-,-,-
Ubis (Asia) Public Company Limited (SET:UBIS),SET:UBIS,Commodity Chemicals (Primary),Public Company, 14.9 , 0.299 , 3.22 , 8.85 , 23.3 , 1.88 , 12.6 , 1.31 , 20.6 
"UHT Unitech Co., Ltd. (TPEX:6618)",TPEX:6618,Commodity Chemicals (Primary),Public Company,NM, 0.59 , 2.31 , 157.9 , (52.8)  , 3.94 , (78.8)  , 0.242 , 21.9 
"Ultrafabrics Holdings Co.,Ltd. (JASDAQ:4235)",JASDAQ:4235,Commodity Chemicals (Primary),Public Company, 245.1 , 17.26 , 0.928 , (57.7)  , 0.509 , 0.895 , 16.0 , 0.36 , 61.9 
UNID Company Ltd. (KOSE:A014830),KOSE:A014830,Commodity Chemicals (Primary),Public Company, 7.2 , 95.08 , 0.852 , 6.75 , 12.6 , 1.93 , 18.6 , 0.811 , 22.1 
Union Chemicals Lanka Plc (COSE:UCAR.N0000),COSE:UCAR.N0000,Commodity Chemicals (Primary),Public Company, 12.2 , 5.42 , 1.73 , 14.6 , 14.9 , 3.29 , 14.4 , 1.32 , 5.41 
Union Plastic Public Company Limited (SET:UP),SET:UP,Commodity Chemicals (Primary),Public Company,NM, 1.02 , 1.14 , (7.95)  , (4.31)  , 2.91 , (2.51)  , 0.81 , 0.538 
Unipar Carbocloro S.A. (BOVESPA:UNIP6),BOVESPA:UNIP6,Commodity Chemicals (Primary),Public Company, 11.6 , 24.2 , 4.13 , 11.4 , 42.8 , 1.89 , 32.4 , 0.94 , 29.1 
United Global Limited (Catalist:43P),Catalist:43P,Commodity Chemicals (Primary),Public Company, 29.9 , 0.405 , 0.972 , (87.9)  , 3.18 , 13.9 ,-, 0.002 , 0.078 
Univacco Technology Inc. (TPEX:3303),TPEX:3303,Commodity Chemicals (Primary),Public Company, 14.4 , 1.04 , 1.21 , 2.4 , 8.37 , 1.68 , 17.7 , 0.764 , 33.1 
Universus Photo Imagings Limited (BSE:542933),BSE:542933,Commodity Chemicals (Primary),Public Company, 4.35 , 4.44 , 0.209 ,-,-,-, 23.8 , 0.102 ,-
"Uno&Company.,Ltd. (KOSDAQ:A114630)",KOSDAQ:A114630,Commodity Chemicals (Primary),Public Company, 16.5 , 6.88 , 1.04 , 12.8 , 6.51 , 6.76 , 15.2 , 0.636 , 0.088 
UPC Technology Corporation (TWSE:1313),TWSE:1313,Commodity Chemicals (Primary),Public Company, 7.9 , 1.24 , 1.3 , 3.9 , 19.1 , 2.1 , 11.1 , 1.16 , 36.4 
Urethane Technologies,-,Commodity Chemicals (Primary),Public Company,-,-,-,-,-,-,-,-,-
USI Corporation (TWSE:1304),TWSE:1304,Commodity Chemicals (Primary),Public Company, 11.2 , 1.73 , 1.71 , (2.24)  , 16.5 , 2.19 , 20.7 , 0.675 , 27.4 
Uzertas Boya Sanayi Ticaret ve Yatirim A.S. (IBSE:UZERB),IBSE:UZERB,Commodity Chemicals (Primary),Public Company,NM, 6.98 , 113.7 , 4.61 , 12.5 , 0.348 , (19.9)  , 0.335 , 18.7 
Valiant Organics Limited (BSE:540145),BSE:540145,Commodity Chemicals (Primary),Public Company, 36.7 , 27.25 , 7.67 , 84.3 , 29.3 , 1.12 , 27.2 , 0.988 , 26.7 
"Valqua, Ltd. (TSE:7995)",TSE:7995,Commodity Chemicals (Primary),Public Company, 12.0 , 25.68 , 1.04 , (2.06)  , 8.72 , 2.76 , 13.3 , 0.887 , 11.2 
Valvoline Inc. (NYSE:VVV),NYSE:VVV,Commodity Chemicals (Primary),Public Company, 17.8 , 43.53 ,NM, 4.74 ,NM, 2.16 , 25.4 , 0.92 , 103.4 
Vamshi Rubber Limited (BSE:530369),BSE:530369,Commodity Chemicals (Primary),Public Company,NM, 0.379 , 0.731 , (6.12)  ,-,-, 0.031 , 1.11 , 61.3 
"Vape Holdings, Inc. (OTCPK:VAPE)",OTCPK:VAPE,Commodity Chemicals (Primary),Public Company,NM, 0 ,NM,-,-,-,-,-,-
Venlon Enterprises Limited (BSE:524038),BSE:524038,Commodity Chemicals (Primary),Public Company,-, 0.048 ,-, (57.7)  ,-,-, (113.9)  , 0.037 , 180.6 
Viet Tri Chemical Joint Stock Company (HNX:HVT),HNX:HVT,Commodity Chemicals (Primary),Public Company,-, 2.01 ,-,-,-,-,-,-,-
Vietnam Rubber Industry Group - Joint Stock Company (HOSE:GVR),HOSE:GVR,Commodity Chemicals (Primary),Public Company, 27.9 , 2.0 , 2.25 ,-,-,-,-,-,-
Vinyoflex Limited (BSE:530401),BSE:530401,Commodity Chemicals (Primary),Public Company, 6.9 , 0.477 , 0.54 , 1.04 , 8.14 , 4.06 , 7.79 , 1.21 , 20.4 
Vinythai Public Company Limited (SET:VNT),SET:VNT,Commodity Chemicals (Primary),Public Company, 16.0 , 1.6 , 1.87 , (2.59)  , 12.0 , 7.97 , 24.2 , 0.679 , 7.76 
Vishnu Chemicals Limited (BSE:516072),BSE:516072,Commodity Chemicals (Primary),Public Company, 16.1 , 8.42 , 2.83 , 1.82 , 19.4 , 1.06 , 11.4 , 0.89 , 61.0 
"VT GMP Co.,Ltd (KOSDAQ:A018290)",KOSDAQ:A018290,Commodity Chemicals (Primary),Public Company, 51.7 , 11.49 , 4.11 , 18.5 , 5.81 , 1.2 , 9.37 , 0.729 , 51.7 
Vulcan International Corporation (OTCPK:VULC),OTCPK:VULC,Commodity Chemicals (Primary),Public Company, 7.81 , 10.94 , 0.136 ,-,-,-,-,-,-
Vystar Corporation (OTCPK:VYST),OTCPK:VYST,Commodity Chemicals (Primary),Public Company,NM, 0.029 ,NM," 1,072.2 ",NM, 0.647 , (7.3)  , 0.931 , 188.7 
W-SCOPE Corporation (TSE:6619),TSE:6619,Commodity Chemicals (Primary),Public Company,NM, 7.42 , 2.61 , 28.3 , (89.5)  , 0.68 , 18.1 , 0.263 , 82.5 
"WAPS Co., Ltd (KOSDAQ:A196700)",KOSDAQ:A196700,Commodity Chemicals (Primary),Public Company,NM, 9.95 , 3.09 , 3.32 , (4.0)  , 1.12 , 9.66 , 0.481 , 42.5 
Wata Chemicals Limited (DSE:WATACHEM),DSE:WATACHEM,Commodity Chemicals (Primary),Public Company, 50.4 , 4.42 , 4.7 , 14.9 , 9.49 , 1.05 , 40.8 , 0.336 , 62.3 
"Weifang Yaxing Chemical Co., Ltd. (SHSE:600319)",SHSE:600319,Commodity Chemicals (Primary),Public Company,NM, 1.09 , 51.9 , (76.2)  , (56.7)  , 0.153 , (158.6)  , 0.03 , 95.2 
"Weihai Guangwei Composites Co., Ltd. (SZSE:300699)",SZSE:300699,Commodity Chemicals (Primary),Public Company, 54.3 , 15.06 , 9.71 , 30.7 , 18.7 , 5.44 , 34.9 , 0.486 ,-
Westlake Chemical Corporation (NYSE:WLK),NYSE:WLK,Commodity Chemicals (Primary),Public Company, 27.6 , 122.86 , 1.87 , (1.31)  , 7.07 , 2.82 , 17.9 , 0.554 , 38.1 
Westlake Chemical Partners LP (NYSE:WLKP),NYSE:WLKP,Commodity Chemicals (Primary),Public Company, 14.7 , 35.68 , 1.8 , (5.86)  , 34.8 , 6.54 , 44.6 , 0.703 , 30.5 
"Wiscom Co.,Ltd. (KOSE:A024070)",KOSE:A024070,Commodity Chemicals (Primary),Public Company,NM, 7.94 , 0.879 , (4.07)  , (0.714)  , 5.04 , 1.95 , 0.771 ,-
Worldwide PetroMoly Inc.,-,Commodity Chemicals (Primary),Public Company,-,-,-,-,-,-,-,-,-
"Wuxi Acryl Technology Co., Ltd. (SHSE:603722)",SHSE:603722,Commodity Chemicals (Primary),Public Company, 55.9 , 8.3 , 5.8 , 23.6 , 10.7 , 2.21 , 16.0 , 0.747 ,-
"Wuxi Double Elephant Micro Fibre Material Co.,Ltd (SZSE:002395)",SZSE:002395,Commodity Chemicals (Primary),Public Company, 54.2 , 2.5 , 3.52 , 3.08 , 6.71 , 2.66 , 8.43 , 0.929 , 6.29 
"Wuxi Honghui New Materials Technology Co., Ltd. (SZSE:002802)",SZSE:002802,Commodity Chemicals (Primary),Public Company, 30.2 , 5.59 , 4.73 , 13.3 , 15.9 , 7.43 , 21.0 , 0.834 ,-
"Wynn's International, Inc.",-,Commodity Chemicals (Primary),Public Company,-,-,-,-,-,-,-,-,-
"XcelPlus International, Inc. (OTCPK:XLPI)",OTCPK:XLPI,Commodity Chemicals (Primary),Public Company,NM, 0.016 , 1.82 ,-,-,-,-,-,-
Xiangtan Electrochemical Scientific Ltd. (SZSE:002125),SZSE:002125,Commodity Chemicals (Primary),Public Company, 122.1 , 1.51 , 2.54 , 20.0 , 2.55 , 0.852 , 18.8 , 0.341 , 43.3 
"Xilong Scientific Co., Ltd. (SZSE:002584)",SZSE:002584,Commodity Chemicals (Primary),Public Company, 41.5 , 1.18 , 1.64 , 24.8 , 4.09 , 1.53 , 1.65 , 1.44 , 30.0 
Ximei Resources Holding Limited (SEHK:9936),SEHK:9936,Commodity Chemicals (Primary),Public Company, 16.6 , 0.841 , 2.35 , 25.1 , 16.7 , 2.4 , 16.5 , 0.871 , 34.0 
"Xinfengming Group Co., Ltd. (SHSE:603225)",SHSE:603225,Commodity Chemicals (Primary),Public Company, 25.7 , 4.04 , 2.15 , 21.1 , 8.56 , 0.656 , 7.54 , 1.44 , 50.0 
"Xinjiang Dushanzi Tianli High&Newtech Co.,Ltd",-,Commodity Chemicals (Primary),Public Company,-,-,-,-,-,-,-,-,-
